Word	Meaning
绷弓子	2
绷簧	1
绷子	3
嘣	1
甭	1
菶	1
绷劲	1
绷脸	1
琫	1
鞛	1
泵	2
迸	2
迸发	1
迸溅	1
迸裂	1
绷瓷	1
甏	1
镚	1
镚儿	1
镚子	1
镚子儿	1
蹦	1
蹦蹦儿戏	1
蹦床	2
蹦跶	1
蹦迪	1
蹦高	1
蹦极	1
蹦极跳	1
蹦跳	1
屄	1
逼	4
逼宫	1
逼供	1
逼和	1
逼婚	1
逼近	1
逼良为娼	1
逼命	2
逼平	1
逼迫	1
逼抢	1
逼上梁山	1
逼视	1
逼问	1
逼肖	1
逼仄	1
逼债	1
逼真	2
鲾	1
荸	2
鼻	2
鼻翅儿	1
鼻窦	1
鼻化元音	1
鼻尖	1
鼻疽	1
鼻孔	1
鼻梁	1
鼻牛儿	1
鼻衄	1
鼻旁窦	1
鼻腔	1
鼻青脸肿	1
鼻儿	2
鼻塞	1
鼻饲	1
鼻酸	1
鼻涕	1
鼻涕虫	1
鼻息	1
鼻烟	1
鼻烟壶	1
鼻翼	1
鼻音	1
鼻韵母	1
鼻中隔	1
鼻子	1
鼻祖	1
匕	2
匕首	1
比	4
比比	2
比对	1
比方	4
比分	1
比附	1
比划	1
比画	1
比基尼	1
比及	1
比价	2
比肩	2
比肩继踵	1
比肩接踵	1
比较	3
比较价格	1
比较文学	1
比况	1
比来	1
比例	4
比例尺	3
比例税制	1
比量	3
比邻	2
比率	1
比美	1
比目鱼	1
比拟	3
比年	2
比配	1
比拼	1
比丘	1
比丘尼	1
比热	1
比热容	1
比如	1
比萨饼	1
比赛	2
比试	2
比岁	4
比索	2
比特	1
比武	1
比翼	1
比翼鸟	1
比翼齐飞	1
比喻	3
比照	2
比值	1
比重	2
芘	1
吡	1
吡啶	1
吡咯	1
佊	1
沘	2
妣	1
彼	2
彼岸	3
彼此	2
彼一时，此一时	1
秕	3
秕谷	1
秕糠	1
秕子	1
笔	7
笔触	1
笔答	1
笔底生花	1
笔底下	1
笔调	1
笔端	1
笔伐	1
笔法	1
笔锋	2
笔杆儿	2
笔杆子	3
笔耕	1
笔供	1
笔管条直	1
笔画	2
笔会	2
笔记	3
笔记本	2
笔记本电脑	1
笔记本式计算机	1
笔迹	1
笔架	1
笔尖	2
笔力	1
笔立	1
笔录	2
笔路	2
笔帽	1
笔名	1
笔墨	1
笔墨官司	1
笔润	1
笔势	2
笔试	1
笔受	1
笔顺	1
笔算	1
笔淡	4
笔套	2
笔体	1
笔挺	2
笔筒	1
笔头儿	2
笔误	2
笔洗	1
笔下	2
笔下生花	1
笔心	1
笔芯	1
笔形	1
笔削	1
笔译	1
笔意	1
笔友	1
笔札	1
笔债	1
笔战	1
笔者	1
笔政	1
笔直	1
笔致	1
笔资	1
笔走龙蛇	1
俾	1
舭	1
鄙	4
鄙薄	2
鄙称	2
鄙见	1
鄙俚	1
鄙吝	2
鄙陋	1
鄙弃	1
鄙人	2
鄙视	1
鄙俗	1
鄙夷	1
鄙意	1
币	1
币市	2
币值	1
币制	1
币种	1
必	3
必备	1
必得	1
必定	2
必恭必敬	1
必然	2
必然王国	1
必然性	1
必修	1
必须	2
必需	1
必要	1
必要产品	1
必要劳动	1
必由之路	1
毕	4
毕恭毕敬	1
毕竟	1
毕露	1
毕命	1
毕生	1
毕肖	1
毕业	1
闭	4
闭关	2
闭关锁国	1
闭关自守	1
闭合	1
闭会	1
闭架	1
闭经	1
闭卷	1
闭口	1
闭口韵	1
闭路电视	1
闭门羹	1
闭门思过	1
闭门造车	1
闭目塞听	1
闭幕	2
闭气	2
闭塞	3
闭市	1
闭锁	3
闭月羞花	1
庇	1
庇护	1
庇护权	1
庇护所	1
庇荫	2
庇佑	1
邲	2
诐	2
苾	2
畀	1
泌	1
珌	1
荜	1
荜拨	1
荜路蓝缕	1
柲	1
毖	1
哔	1
陛	1
陛下	1
毙	3
毙命	1
毙伤	1
铋	1
秘	3
狴	2
萆	1
萆薢	1
梐	1
庳	2
敝	3
敝人	1
敝屣	1
敝帚千金	1
敝帚自珍	1
婢	1
婢女	1
皕	1
赑	2
筚	1
筚篥	1
筚路蓝缕	1
湢	1
愊	1
愎	1
弼	1
蓖	1
跸	1
腷	1
痹	1
痹症	1
煏	1
滗	1
裨	1
裨益	2
辟	1
辟谷	1
辟邪	1
辟易	1
碧	3
碧波	1
碧空	1
碧蓝	1
碧绿	1
碧螺春	1
碧落	1
碧血	1
碧油油	1
碧玉	1
蔽	1
蔽芾	1
蔽塞	2
蔽障	2
馝	1
箅	1
弊	2
弊病	2
弊端	1
弊害	1
弊绝风清	1
弊政	1
髲	1
獘	1
薜	2
觱	1
篦	1
篦子	1
壁	5
壁报	1
壁布	1
壁橱	1
壁灯	1
壁挂	1
壁柜	1
壁虎	1
壁画	1
壁垒	2
壁垒森严	1
壁立	1
壁炉	1
壁球	2
壁上观	1
壁虱	2
壁式网球	1
壁饰	1
壁毯	1
壁厢	1
壁障	1
壁纸	1
壁钟	1
避	2
避风	2
避风港	1
避风头	1
避讳	2
避忌	1
避坑落井	1
避雷器	1
避雷针	1
避免	1
避难	1
避让	1
避世	1
避暑	2
避税	1
避嫌	1
避邪	1
避孕	1
避孕套	1
避重就轻	1
嬖	3
髀	1
髀肉复生	1
濞	1
臂膀	2
臂膊	1
臂力	1
臂章	1
臂助	2
奰	2
璧	1
璧还	1
璧谢	1
襞	2
躃	1
躄	2
边	1
边岸	1
边鄙	1
边城	1
边陲	1
边地	1
边防	1
边锋	1
边幅	1
边关	1
边患	1
边际	1
边疆	1
边角料	1
边界	1
边境	1
边境贸易	1
边款	1
边框	1
边贸	1
边门	1
边民	1
边卡	1
边区	1
边塞	1
边式	2
边事	1
边务	1
边线	1
边沿	1
边音	1
边缘	2
边缘化	1
边缘科学	1
边远	1
边寨	1
砭	2
砭骨	1
砭石	1
笾	1
篇	3
编	10
编程	1
编创	1
编次	2
编导	2
编订	1
编队	2
编发	1
编号	2
编绘	1
编辑	2
编校	1
编结	1
编剧	2
编列	2
编录	1
编码	2
编目	2
编内	1
编年	1
编年体	1
编排	2
编派	1
编遣	1
编磐	1
编审	2
编外	1
编写	2
编修	2
编选	1
编演	1
编译	2
编余	1
编造	3
编者	1
编者按	1
编织	1
编制	3
编钟	1
编著	1
编撰	1
编缀	2
编组	1
编纂	1
煸	1
蝙	1
箯	1
鳊	1
鞭	6
鞭策	1
鞭长莫及	1
鞭笞	1
鞭打	1
鞭打快牛	1
鞭毛	1
鞭炮	2
鞭辟入里	1
鞭挞	1
鞭子	1
贬	2
贬称	2
贬斥	2
贬黜	1
贬词	1
贬低	1
贬官	2
贬损	1
贬义	1
贬义词	1
贬抑	1
贬责	1
贬谪	1
贬值	3
贬职	1
窆	1
扁	1
扁柏	1
扁担	1
扁担星	1
扁豆	2
扁骨	1
扁率	1
扁平足	1
扁食	1
扁桃	4
扁桃体	1
扁桃腺	1
扁形动物	1
扁圆	2
匾	2
匾额	1
匾文	1
萹	1
惼	1
碥	2
稨	1
褊	1
褊急	1
褊狭	1
藊	1
卞	2
弁	3
弁言	1
抃	1
苄	1
汴	2
忭	1
变	9
变本加厉	1
变产	1
变蛋	1
变电站	1
变调	2
变动	2
变法	1
变法儿	1
变革	1
变更	1
变工	1
变故	1
变卦	1
变化	1
变幻	1
变幻莫测	1
变换	1
变价	2
变节	1
变局	1
变口	1
变脸	2
变量	1
变乱	2
变卖	1
变盘	1
变频	1
变迁	1
变色	2
变色镜	1
变色龙	2
变生肘腋	1
变声	1
变数	2
变速器	1
变速运动	1
变态	4
变态反应	1
变体	1
变天	2
变通	1
变味	2
变温动物	1
变文	1
变戏法	1
变现	1
变相	1
变心	1
变星	1
变形	1
变型	1
变性	3
变压器	1
变样	1
变异	2
变易	1
变质	1
变质岩	1
变种	2
变奏	1
变奏曲	1
变阻器	1
昪	2
便	1
便步	1
便餐	1
便车	1
便当	1
便道	3
便饭	2
便服	2
便函	1
便壶	1
便笺	2
便捷	2
便览	1
便利	2
便利店	1
便了	1
便帽	1
便门	1
便秘	1
便民	1
便溺	2
便盆	1
便桥	1
便人	1
便士	1
便所	1
便条	1
便桶	1
便携式	1
便鞋	1
便血	1
便宴	1
便衣	2
便宜	3
便宜行事	1
便于	1
便中	1
便装	1
遍	2
遍布	1
遍地	2
遍地开花	1
遍及	1
遍体鳞伤	1
遍野	1
缏	1
缏子	1
艑	1
辨	1
辨白	1
辨别	1
辨明	1
辨认	1
辨识	1
辨析	1
辨正	1
辨证	1
辨证论治	1
辨症	1
辩	1
辩白	1
辩驳	1
辩才	1
辩称	1
辩词	1
辩辞	1
辩护	2
辩护权	1
辩护人	1
辩护士	1
辩解	1
辩论	1
辩明	1
辩难	1
辩士	1
辩手	1
辩题	1
辩诬	1
辩学	2
辩正	1
辩证	2
辩证法	2
辩证逻辑	1
辩证唯物主义	1
辫	6
辫子	3
杓	1
标	10
标榜	2
标本	4
标兵	2
标尺	2
标灯	1
标底	1
标的	3
标点	2
标点符号】biāodiǎnfúhào用来表示停顿、语气以及词语性质和作用的书写符号，包括句号(。)、问号(?)、叹号(!)、逗号(，)、顿号(、)、分号(；)、冒号(：)、引号(“”、‘’)、括号([]、( )、〔〕、【	1
标定	3
标杆	3
标高	1
标格	1
标号	2
标记	1
标记元素	1
标价	2
标金	1
标量	1
标卖	2
标明	1
标牌	1
标签	1
标枪	3
标石	1
标示	1
标书	1
标题	1
标题新闻	1
标题音乐	1
标贴	1
标图	1
标线	1
标新立异	1
标语	1
标志	2
标致	1
标注	1
标准	2
标准大气压	1
标准粉	1
标准化	1
标准件	1
标准时	2
标准时区	1
标准音	1
标准语	1
飑	1
骉	1
彪	3
彪炳	1
彪炳千古	1
彪悍	1
猋	2
摽	2
摽榜	1
幖	1
滮	1
骠	2
膘	1
膘情	1
熛	1
飙	1
飙车	1
飙风	1
飙升	1
飙涨	1
镖	1
镖局	1
镖客	1
镖师	1
瘭	1
藨	1
瀌	1
镳	1
穮	1
表	12
表白	1
表册	1
表层	1
表尺	1
表达	1
表格	1
表功	2
表记	1
表决	1
表决权	1
表里	2
表里如一	1
表露	1
表蒙子	1
表面	2
表面光	1
表面化	1
表面积	1
表面文章	1
表面张力	1
表明	1
表盘	1
表皮	2
表亲	1
表情	2
表示	3
表述	1
表率	1
表态	1
表土	1
表现	3
表现主义	1
表象	1
表演	2
表演唱	1
表演赛	1
表扬	1
表意文字	1
表音文字	1
表语	1
表彰	1
表针	1
表征	1
表侄	1
表侄女	1
表字	1
婊	1
裱	2
裱褙	1
裱糊	1
褾	2
俵	1
摽劲儿	1
鳔	3
鳔胶	1
瘪	1
憋	2
憋闷	1
憋气	2
憋屈	1
鳖	1
鳖边	1
鳖裙	1
别	1
别裁	1
别称	1
别出心裁	1
别处	1
别动队	1
别管	1
别号	1
别集	1
别家	1
别价	1
别具匠心	1
别具一格	1
别具只眼	1
别开生面	1
别离	1
别论	1
别名	1
别情	1
别人	1
别史	1
别树一帜	1
别墅	1
别说	1
别提	1
别无长物	1
别无二致	1
别绪	1
别样	1
别有洞天	1
别有风味	1
别有天地	1
别有用心	1
别针	2
别致	1
别传	1
别子	2
别字	2
蹩	1
蹩脚	1
别扭	3
别嘴	1
邠	3
玢	1
宾	2
宾白	1
宾词	1
宾东	1
宾服	1
宾馆	1
宾客	1
宾朋	1
宾语	1
宾至如归	1
宾主	1
彬	2
傧	2
斌	1
滨	3
缤	1
槟	2
镔	1
濒	2
濒绝	1
濒临	1
濒死	1
濒危	1
濒于	1
豳	1
摈	1
摈斥	1
摈除	1
摈弃	1
殡	1
殡车	1
殡殓	1
殡仪馆	1
殡葬	1
膑	1
髌	2
髌骨	1
鬓	1
鬓发	1
鬓角	1
冰	5
冰棒	1
冰雹	1
冰茶	1
冰碴儿	1
冰川	1
冰川期	1
冰床	1
冰镩	1
冰袋	1
冰刀	1
冰灯	1
冰点	1
冰雕	1
冰冻	2
冰冻三尺，非一日之寒	1
冰毒	1
冰峰	1
冰糕	2
冰镐	1
冰挂	1
冰柜	1
冰棍儿	1
冰壶	2
冰花	3
冰激凌	1
冰窖	1
冰晶	1
冰冷	2
冰凉	1
冰凌	1
冰溜	1
冰轮	1
冰排	1
冰片	1
冰品	1
冰瓶	1
冰期	2
冰淇淋	1
冰橇	1
冰清玉沽	1
冰球	2
冰人	1
冰山	3
冰山一角	1
冰上运动	1
冰释	1
冰霜	2
冰炭	1
冰糖	1
冰糖葫芦	1
冰天雪地	1
冰坨	1
冰箱	2
冰消瓦解	1
冰鞋	1
冰镇	1
冰柱	1
冰砖	1
冰锥	1
并	5
兵	5
兵变	1
兵不血刃	1
兵不厌诈	1
兵车	2
兵船	1
兵丁	1
兵法	1
兵符	2
兵戈	1
兵革	1
兵工	1
兵工厂	1
兵贵神速	1
兵荒马乱	1
兵火	1
兵家	2
兵舰	1
兵谏	1
兵来将挡，水来土掩	1
兵力	1
兵临城下	1
兵乱	1
兵马俑	1
兵痞	1
兵棋	1
兵器	1
兵强马壮	1
兵权	1
兵戎	1
兵士	1
兵书	1
兵团	2
兵燹	1
兵饷	1
兵役	1
兵役法	1
兵营	1
兵勇	1
兵油子	1
兵员	1
兵源	1
兵灾	1
兵站	1
兵种	1
兵卒	1
屏	3
丙	3
丙部	1
丙丁	1
丙纶	1
邴	1
秉	4
秉承	1
秉持	1
秉公	1
秉国	1
秉性	1
秉正	1
秉政	1
秉烛	1
柄	6
昺	1
饼	2
饼铛	1
饼肥	1
饼干	1
饼子	1
炳	2
屏除	1
屏迹	2
屏气	1
屏弃	1
屏退	2
屏息	1
禀	3
禀报	1
禀承	1
禀赋	1
禀告	1
禀命	1
禀受	2
禀帖	1
禀性	1
鞞	1
并案	1
并存	1
并蒂莲	1
并发	1
并发症	1
并购	1
并骨	1
并轨	1
并驾齐驱	1
并肩	2
并进	1
并举	1
并力	1
并立	1
并联	2
并列	1
并拢	1
并茂	1
并排	1
并且	2
并吞	1
并网	1
并线	1
并行	2
并行不悖	1
并用	1
并重	1
病	6
病案	1
病包儿	1
病变	1
病病歪歪	1
病残	1
病程	1
病虫害	1
病床	1
病毒	2
病笃	1
病房	1
病夫	1
病根	2
病故	1
病害	1
病号	1
病候	1
病患	2
病家	1
病假	1
病句	1
病菌	1
病况	1
病理	1
病历	1
病例	1
病魔	1
病情	1
病区	1
病人	1
病容	1
病入膏肓	1
病弱	1
病史	1
病势	1
病逝	1
病榻	1
病态	1
病体	1
病痛	1
病退	1
病危	1
病象	1
病休	1
病恹恹	1
病秧子	1
病疫	1
病因	1
病友	1
病愈	1
病员	1
病原	2
病原体	1
病源	1
病院	1
病灶	1
病征	1
病症	1
病株	1
病状	1
摒	1
摒除	1
摒挡	1
摒绝	1
摒弃	1
拨	4
拨打	1
拨发	1
拨付	1
拨号	1
拨款	2
拨拉	1
拨浪鼓	1
拨乱反正	1
拨弄	3
拨冗	1
拨云见日	1
拨子	4
波	4
波长	1
波荡	2
波导	1
波导管	1
波动	1
波段	1
波尔卡	1
波峰	1
波幅	1
波谷	1
波及	1
波谲云诡	1
波澜	1
波澜壮阔	1
波浪	1
波浪鼓	1
波罗蜜	2
波谱	1
波束	1
波涛	1
波纹	1
波源	1
波折	1
波磔	1
玻	1
玻璃	2
玻璃钢	1
玻璃丝	1
玻璃体	1
玻璃纤维	1
玻璃纸	1
玻璃砖	2
砵	2
盋	1
哱	1
趵趵	1
钵	2
钵头	1
钵盂	1
钵子	1
饽	2
剥夺	2
剥离	1
剥落	1
剥蚀	3
剥削	1
剥削阶级	1
剥啄	1
菠	1
菠菜	1
菠薐菜	1
菠萝	2
菠萝蜜	1
播	3
播报	1
播发	1
播放	2
播讲	1
播弄	2
播撒	1
播送	1
播音	1
播映	1
播种	1
蕃	2
嶓	1
伯伯	1
伯父	2
伯公	2
伯劳	1
伯乐	1
伯母	1
伯婆	2
伯仲	1
伯仲叔季	1
伯祖	1
伯祖母	1
驳	3
驳岸	1
驳斥	1
驳船	1
驳倒	1
驳回	1
驳价	1
驳壳枪	1
驳论	1
驳面子	1
驳难	1
驳议	1
驳运	1
驳杂	1
帛	1
帛画	1
帛书	1
瓝	1
泊	1
泊车	1
泊地	1
泊位	2
勃	2
勃勃	1
勃发	2
勃起	1
勃然	2
勃豀	1
勃谿	1
勃兴	1
钹	1
铂	1
亳	1
浡	1
袯	1
舶	1
舶来品	1
脖	2
脖梗儿	1
脖颈儿	1
脖领儿	1
脖子	1
博	3
博爱	1
博采众长	1
博彩	1
博大	1
博大精深	1
博导	1
博得	1
博古	2
博古通今	1
博览	1
博览会	1
博洽	1
博取	1
博识	1
博士	3
博士后	1
博闻强记	1
博闻强识	1
博物	1
博物馆	1
博物院	1
博学	1
博雅	1
博弈	2
博引	1
葧	1
鹁	1
鹁鸽	1
鹁鸪	1
渤	1
搏	3
搏动	1
搏斗	2
搏击	1
搏杀	1
搏战	1
馎	1
僰	1
箔	2
魄	1
膊	1
踣	1
镈	2
薄产	1
薄地	1
薄海	1
薄厚	1
薄技	1
薄酒	1
薄礼	1
薄利	1
薄利多销	1
薄面	1
薄命	1
薄暮	1
薄情	1
薄弱	1
薄田	1
薄物细故	1
薄幸	1
薄葬	1
馞	1
髆	1
欂	1
襮	2
礴	1
跛	1
跛鳖千里	1
跛子	1
簸	1
簸荡	1
簸动	1
簸箩	1
簸弄	2
檗	1
擘	1
擘划	1
擘画	1
擘窠书	1
簸箕	2
卜	4
啵	1
逋	2
逋客	2
逋留	1
逋欠	1
逋峭	1
逋逃	2
逋逃薮	1
峬	1
庯	1
晡	1
醭	1
卜辞	1
卜居	1
卜课	1
卜筮	1
卟	1
卟吩	1
卟啉	1
补	5
补白	2
补办	1
补报	2
补仓	1
补差	2
补偿	1
补偿贸易	1
补充	2
补丁	1
补过	1
补花	1
补给	1
补给舰	1
补给线	1
补剂	1
补假	2
补角	1
补救	1
补苴	2
补苴罅漏	1
补考	1
补课	2
补漏	2
补苗	1
补偏救弊	1
补票	1
补品	1
补缺	3
补色	1
补射	1
补时	1
补台	1
补贴	2
补习	1
补休	1
补血	1
补养	1
补药	1
补液	2
补遗	1
补益	2
补语	1
补正	1
补助	2
补妆	1
补缀	1
补足	1
捕	2
捕房	1
捕风捉影	1
捕获	1
捕捞	1
捕猎	1
捕杀	1
捕食	2
捕捉	1
哺	2
哺乳	1
哺乳{动}物	1
哺养	1
哺育	2
堡子	2
不	8
不安	2
不白之冤	1
不卑不亢	1
不比	1
不必	1
不变价格	1
不便	3
不辨菽麦	1
不…不…	3
不才	2
不测	2
不曾	1
不差累黍	1
不成	5
不成比例	1
不成话	1
不成体统	1
不成文	1
不成文法	1
不逞	1
不齿	1
不耻下问	1
不啻	2
不揣	1
不辞	2
不错	2
不打自招	1
不大离儿	2
不带音	1
不待	1
不单	3
不但	1
不惮	1
不当	1
不倒翁	2
不到黄河心不死	1
不得	1
不得劲	3
不得了	2
不得已	1
不等	1
不等号	1
不等式	1
不迭	2
不定	2
不定方程	1
不动产	1
不动声色	1
不冻港	1
不独	1
不端	1
不断	2
不对	3
不对茬儿	1
不对劲	3
不…而…	1
不二法门	1
不二价	1
不贰过	1
不乏	1
不法	1
不凡	1
不妨	1
不菲	1
不费吹灰之力	1
不忿	1
不服	2
不服水土	1
不符	1
不甘	1
不甘寂寞	1
不尴不尬	1
不敢当	1
不公	1
不共戴天	1
不苟	1
不够	2
不顾	2
不管	1
不管不顾	2
不管部长	1
不管三七二十一	1
不光	2
不轨	1
不过	3
不过意	1
不寒而栗	1
不好意思	2
不合	3
不和	1
不哼不哈	1
不遑	1
不讳	2
不惑	1
不羁	1
不及	2
不即不离	1
不计	1
不计其数	1
不济	1
不假思索	1
不见	2
不见得	1
不见棺材不落泪	1
不见经传	1
不解之缘	1
不禁	1
不仅	2
不尽然	1
不近人情	1
不经一事，不长一智	1
不经意	1
不经之谈	1
不胫而走	1
不久	1
不咎既往	1
不拘	2
不拘小节	1
不拘一格	1
不绝如缕	1
不刊之论	1
不堪	4
不堪回首	1
不堪设想	1
不亢不卑	1
不可	2
不可告人	1
不可更新资源	1
不可救药	1
不可开交	1
不可抗力	1
不可理喻	1
不可名状	1
不可逆反应	1
不可收拾	1
不可思议	1
不可同日而语	1
不可向迩	1
不可一世	1
不可知论	1
不可终日	1
不克	1
不快	2
不愧	1
不赖	1
不郎不秀	1
不劳而获	1
不力	1
不利	1
不良	1
不良贷款	1
不了	1
不了了之	1
不料	1
不吝	1
不露声色	1
不伦不类	1
不论	2
不落窠臼	1
不满	1
不蔓不枝	1
不毛之地	1
不免	1
不妙	1
不敏	1
不名数	1
不名一文	1
不名誉	1
不明飞行物	1
不摸头	1
不谋而合	1
不佞	2
不配	2
不偏不倚	1
不平	4
不平等条约	1
不平则鸣	1
不期而遇	1
不期然而然	1
不起眼儿	1
不情之请	1
不求甚解	1
不屈	1
不然	3
不人道	1
不仁	2
不忍	1
不日	1
不容	1
不容置喙	1
不容置疑	1
不如	1
不入虎穴，焉得虎子	1
不三不四	2
不善	3
不甚了了	1
不胜	4
不胜枚举	1
不失为	1
不时	2
不识抬举	1
不识闲儿	1
不识之无	1
不是	1
不是玩儿的	1
不是味儿	3
不适	1
不爽	1
不送气	1
不速之客	1
不随意肌	1
不遂	2
不特	1
不祧之祖	1
不同凡响	1
不图	2
不吐气	1
不外	1
不为已甚	1
不惟	1
不韪	1
不谓	2
不闻不问	1
不稳定平衡	1
不无	1
不惜	1
不暇	1
不下	3
不下于	2
不相上下	1
不详	2
不祥	1
不想	1
不像话	2
不消	2
不孝	2
不肖	1
不屑	2
不懈	1
不兴	3
不行	5
不省人事	2
不幸	3
不休	1
不修边幅	1
不朽	1
不锈钢	1
不许	2
不恤	1
不学无术	1
不逊	1
不言而喻	1
不厌	2
不扬	1
不要	1
不要紧	2
不要脸	1
不一	2
不一而足	1
不依	2
不宜	1
不遗余力	1
不已	1
不以为然	1
不以为意	1
不义之财	1
不亦乐乎	1
不易之论	1
不意	1
不翼而飞	2
不用	1
不由得	2
不由自主	1
不虞	3
不约而同	1
不在	2
不在乎	1
不在话下	1
不赞一词	1
不择手段	1
不怎么样	1
不折不扣	1
不振	1
不争	1
不正当竞争	1
不正之风	1
不支	1
不知不觉	1
不知凡几	1
不知进退	1
不知死活	1
不知所措	1
不知所云	1
不知所终	1
不知天高地厚	1
不织布	1
不止	2
不只	1
不至于	1
不治	1
不治之症	1
不致	1
不置	1
不置可否	1
不中	1
不周	1
不周延	1
不着边际	1
不赀	1
不自量	1
不自量力	1
不足	4
不足道	1
不足挂齿	1
不足为奇	1
不足为训	1
不作为	1
不做声	1
布	3
布帛	1
布菜	1
布道	1
布点	1
布丁	1
布尔乔亚	1
布尔什维克	1
布防	1
布告	2
布谷	1
布景	2
布警	1
布局	2
布控	1
布拉吉	1
布朗族	1
布雷	1
布料	1
布匹	1
布设	1
布施	1
布头	2
布网	1
布衣	2
布依族	1
布艺	1
布展	1
布阵	1
布置	2
步	1
步兵	1
步步为营	1
步道	1
步调	1
步伐	3
步法	1
步弓	1
步话机	1
步履	2
步枪	1
步人后尘	1
步入	1
步哨	1
步态	1
步谈机	1
步武	2
步行	1
步行街	1
步韵	1
步骤	1
步子	1
吥	1
怖	1
钚	1
埔	1
埗	1
部	8
部队	1
部分	1
部件	1
部类	1
部落	1
部门	1
部首	1
部属	1
部署	1
部头	1
部委	1
部位	1
部下	1
埠	2
埠头	1
瓿	1
蔀	2
篰	1
簿	2
簿册	1
簿籍	1
簿记	2
簿子	1
拆	2
拆烂污	1
擦	5
擦边球	1
擦黑儿	1
擦屁股	1
擦拭	1
擦洗	1
擦音	1
擦澡	1
嚓	1
礤	1
礤床儿	1
偲	1
猜	2
猜测	1
猜度	1
猜忌	1
猜料	1
猜谜儿	1
猜谜	2
猜摸	1
猜拳	1
猜嫌	1
猜想	1
猜疑	1
才	6
才分	1
才干	1
才刚	1
才高八斗	1
才华	1
才具	1
才力	1
才略	1
才能	1
才女	1
才气	1
才情	1
才识	1
才疏学浅	1
才思	1
才学	1
才艺	1
才智	1
才子	1
材	6
材积	1
材料	4
材树	1
材质	2
材种	1
财	2
财宝	1
财帛	1
财产	1
财产保险	1
财产权	1
财产所有权	1
财大气粗	1
财东	2
财阀	1
财富	1
财经	1
财会	1
财礼	1
财力	1
财路	1
财贸	1
财迷	1
